Code Language,Prompt ID,Domain,Prompt,Chat GPT o4-mini-high Human Completeness,Chatgpt Human Completeness Justification,Chat GPT o4-mini-high Human Correctness,Chatgpt Human Correctness Justification,Chat GPT o4-mini-high Human Relevance,Chatgpt Human Relevance Justification,Gemini 2.5 pro Human Completeness,Gemini Human Completeness Justification,Gemini 2.5 pro Human Correctness,Gemini Human Correctness Justification,Gemini 2.5 pro Human Relevance,Gemini Human Relevance Justification,Claude Opus 4 Human Completeness,Claude Human Completeness Justification,Claude Opus 4 Human Correctness,Claude Human Correctness Justification,Claude Opus 4 Human Relevance,Claude Opus 4 Human Relevance
javascript,399,Streaming,"I'm a frontend engineer at a global streaming company. Build a single-file, advanced JavaScript ES module (RxJS, MediaSource Extensions API, Axios) for use in React-based video players streaming segmented MP4 videos from multi-region CDNs. The module must expose a configurable API class suitable for instantiation and integration into existing or custom player frameworks. It should support efficient concurrent segment downloads with caching, aggressive in-memory prefetching for instant seeking and sub-200 ms playback starts, and adaptive bitrate switching based on network conditions. Ensure robust error handling such as automatic CDN failover, retries, and checksum validation for segments. Provide seamless adaptive switching among audio/subtitle tracks and support resumable playback after interruptions. Keep your code clean, clear, and suitable for use in a streaming platform.",4,"Mostly complete with a configurable API, MSE setup, and pipelines. Lacks detailed seek buffering (flushes but doesn’t reload), robust error logging, and explicit resumable state (e.g., no storage integration). Checksum and audio sync could be enhanced.",4,"The implementation is largely correct, using RxJS for segment pipelines, MSE for buffering, and Axios for HTTP requests. It handles concurrent downloads, prefetching (3 segments ahead), ABR based on bandwidth, CDN failover with retries, and basic audio/subtitle switching. However, checksum validation is a placeholder (async () => true), and resumable playback lacks explicit state persistence.",5,,5,,5,,5,,4,"Largely complete with a configurable API, buffer management, and stats reporting. Lacks detailed seek buffering (relies on prefetch), robust error recovery (e.g., no MSE reinitialization), and audio sync logic.",4,"Mostly correct, using RxJS for segment processing, MSE for buffering, and Axios for requests. It supports concurrent downloads, prefetching (5 segments), ABR based on bandwidth, CDN failover with retries, checksum validation (SHA-256), and track switching. However, resumable playback relies on localStorage without validation, and buffer appends use a simple timeout, risking race conditions.",5,5
javascript,399,Streaming,"I'm a frontend engineer at a global streaming company. Build a single-file, advanced JavaScript ES module (RxJS, MediaSource Extensions API, Axios) for use in React-based video players streaming segmented MP4 videos from multi-region CDNs. The module must expose a configurable API class suitable for instantiation and integration into existing or custom player frameworks. It should support efficient concurrent segment downloads with caching, aggressive in-memory prefetching for instant seeking and sub-200 ms playback starts, and adaptive bitrate switching based on network conditions. Ensure robust error handling such as automatic CDN failover, retries, and checksum validation for segments. Provide seamless adaptive switching among audio/subtitle tracks and support resumable playback after interruptions. Keep your code clean, clear, and suitable for use in a streaming platform.",4,Lacks some performance monitoring features and more sophisticated track sync/resume logic.,5,"All technical implementations (MSE, RxJS, CDN failover, checksum) are valid and production-sound.",5,"Directly targets the prompt’s goals, from concurrency to adaptive bitrate.",4,Slightly more compact but still omits playback state metrics and resumption handling.,5,Functionally the same as Response 1 with correct RxJS/MSE integration.,5,Fully meets the prompt’s scope including adaptive streaming and segment caching.,5,"Adds advanced features like performance monitoring, playback resumption, cache eviction, and fine-grained ABR.",5,Implements robust and advanced playback logic with error recovery and media handling.,5,5
javascript,399,Streaming,"I'm a frontend engineer at a global streaming company. Build a single-file, advanced JavaScript ES module (RxJS, MediaSource Extensions API, Axios) for use in React-based video players streaming segmented MP4 videos from multi-region CDNs. The module must expose a configurable API class suitable for instantiation and integration into existing or custom player frameworks. It should support efficient concurrent segment downloads with caching, aggressive in-memory prefetching for instant seeking and sub-200 ms playback starts, and adaptive bitrate switching based on network conditions. Ensure robust error handling such as automatic CDN failover, retries, and checksum validation for segments. Provide seamless adaptive switching among audio/subtitle tracks and support resumable playback after interruptions. Keep your code clean, clear, and suitable for use in a streaming platform.",4,"Mostly complete with initialization, segment fetching, and playback monitoring. However, it lacks resumable playback after interruptions, detailed error handling for MSE failures, and a robust checksum validation default. The audio/subtitle switching is basic and lacks seamless integration.",4,"The implementation is largely correct, using RxJS for segment pipelines, MSE for playback, and Axios for downloads. It handles concurrent downloads, prefetching, ABR, CDN failover, and track switching. However, issues include no explicit checksum validation function implementation (relying on a user-provided callback), potential race conditions in SourceBuffer appends without proper queuing, and missing resumable playback logic after interruptions.",5,,5,,5,,5,,3,"Incomplete due to missing concurrent download support, proper MSE multi-track handling, and robust resumable playback. The buffer management and error handling are basic, lacking failover retries and detailed cleanup.",3,"The implementation has significant issues: the MSE setup uses a single SourceBuffer for video and audio (incorrect for multi-track support), prefetching lacks concurrency control (uses a simple queue), and ABR logic is incomplete (no quality switching mechanism). Checksum validation uses a non-standard crypto API call, and resumable playback saves position but lacks restoration logic.",4,4
Cpp,380,Gaming,"As a senior game engine programmer working on a 2D arcade-style game, I need a basic yet realistic physics system. It must support rigid body dynamics and collision detection for static (e.g., walls) and dynamic (e.g., moving) objects. The system should handle elastic collisions with friction, using AABB for rectangles and circle-circle for circles. It must run at 60 FPS and include gravity. I also need a debug tool to visualize collisions and forces, with a simple toggle to turn the visualization on or off. The system should be modular for future enhancements but remain simple and efficient. Implement the solution in a single C++23 file.",4,The reponse lacks AABB–circle collisions.,4,The response has minor issues like no mixed-shape support.,5,,5,,5,,5,,5,,5,,4,4
Cpp,380,Gaming,"As a senior game engine programmer working on a 2D arcade-style game, I need a basic yet realistic physics system. It must support rigid body dynamics and collision detection for static (e.g., walls) and dynamic (e.g., moving) objects. The system should handle elastic collisions with friction, using AABB for rectangles and circle-circle for circles. It must run at 60 FPS and include gravity. I also need a debug tool to visualize collisions and forces, with a simple toggle to turn the visualization on or off. The system should be modular for future enhancements but remain simple and efficient. Implement the solution in a single C++23 file.",2,"Response overs only integration; omits collision detection, shapes, physics world, visualization, or debug mode mentioned in the prompt.",3,"The logic of Euler integration is generally correct but incomplete; it omits proper mass/inertia handling, collision detection, and forces",3,"Response somewhat answers the prompt (provides integration code) but misses large parts: collisions, visualization, etc",4,"Response has rigid bodies, shapes, gravity, collisions; briefly mentions visualization, but the actual debug visualizer or toggling is not deeply implemented.",4,"Response is generally correct: applies impulse-based resolution, has collision detection functions, covers gravity and integration. Minor gaps (e.g., minimal positional correction).",4,"Response addresses prompt well: 2D physics, shapes, collision detection, modular design",5,"Response is complete: rigid body dynamics, static/dynamic bodies, multiple shape types, collisions, friction, debug renderer, gravity.",5,"Response is fully correct: correct physics formulas, collision detection, friction, restitution, mass/inertia, positional correction.",5,5
Cpp,380,Gaming,"As a senior game engine programmer working on a 2D arcade-style game, I need a basic yet realistic physics system. It must support rigid body dynamics and collision detection for static (e.g., walls) and dynamic (e.g., moving) objects. The system should handle elastic collisions with friction, using AABB for rectangles and circle-circle for circles. It must run at 60 FPS and include gravity. I also need a debug tool to visualize collisions and forces, with a simple toggle to turn the visualization on or off. The system should be modular for future enhancements but remain simple and efficient. Implement the solution in a single C++23 file.",4,"Missing elements:
 Cross-shape collision detection (AABB vs circle)
 More sophisticated debug information (forces, contact points)
 Configuration options for physics parameters
 Could benefit from more comprehensive demo scenarios",4,"In this response, it misses:
 Memory leaks: Uses new for bodies but never calls delete
 No bounds checking: Bodies can fall off screen indefinitely
 Simple integration: Uses basic Euler integration (acceptable for arcade games)
 Missing cross-shape collisions: AABB-vs-circle not implemented (mentioned in requirements)",5,,5,,3,"The response misses:
 Font dependency: Requires ""arial.ttf"" file that may not exist, causing runtime issues
 SFML dependency: Not mentioned in requirements, adds external dependency complexity
 Potential division by zero: In friction calculations when tangent length is very small
 Contact point calculation: Approximation for collision visualization is imprecise",5,,5,,4,"The response contain some issue:
 Platform-specific code: Uses system(""clear"") which only works on Unix-like systems
 Input handling: Demo lacks real input handling, just runs automatically
 No bounds checking: Objects can potentially go out of world bounds
 Console clearing: May cause flickering and is not cross-platform",5,5
Cpp,381,Gaming,"I’m a game developer building an open-world adventure title and need a robust procedural level generator in C++. Write code to generate diverse, replayable terrain using noise functions and modular tiles, while ensuring paths between key points of interest. The solution should respect design constraints like maximum elevation, walkable zones, and player start positions. Include serialization to save/load generated levels and a minimal debug visualizer to preview the output in real time. Keep the code in a single file, follow professional C++23 standards, and make sure it’s production-ready.",4,"Response covers key parts (terrain, biomes, pathfinding, serialization) but not all (e.g., doesn’t clearly cover modular tile structure or POI distance logic).",4,Response correctly explains design but misses explaining why certain design choices were made; minor details (like error handling edge cases) are missing.,4,"Response mostly addresses prompt, but spends time explaining general procedural generation rather than this specific code.",4,"Response covers most components, but doesn't detail serialization versioning or detailed CLI interface.",4,"Response describes the system well, but misses small technical clarifications (e.g., how corridor carving specifically maintains walkability).",4,"Response is on-topic, but leans into explanation of procedural generation patterns that weren't directly asked.",5,"Response is very complete: covers generation, serialization, pathfinding, modular tile system, visualization, CLI, extensibility, build instructions.",5,"Response is fully accurate, production-ready, logically structured code; no clear errors; includes edge cases (e.g., slope-based walkability).",5,5
Cpp,381,Gaming,"I’m a game developer building an open-world adventure title and need a robust procedural level generator in C++. Write code to generate diverse, replayable terrain using noise functions and modular tiles, while ensuring paths between key points of interest. The solution should respect design constraints like maximum elevation, walkable zones, and player start positions. Include serialization to save/load generated levels and a minimal debug visualizer to preview the output in real time. Keep the code in a single file, follow professional C++23 standards, and make sure it’s production-ready.",4,"There are some missing elements:
 Limited terrain diversity (only elevation-based classification) and no advanced pathfinding algorithms mentioned. Also, this could benefit from more sophisticated biome generation and no object/vegetation layer as mentioned in the description.",3,"Minor Issues:
 Some potential out-of-bounds access in pathfinding, and the fallback in pickWalkable() could return water tiles",4,The response Claims C++23 but doesn't use C++23 features significantly.,4,"Missing elements:
 Incomplete dependency implementations make it non-functional
 Some promised features are stubbed out
 Could benefit from more advanced terrain features",2,"Major Issues:
 1) Missing dependencies: Claims to include nlohmann/json.hpp and FastNoiseLite.h but uses #include <nlohmann/json.hpp> which won't work without external installation
 2) Incomplete implementations: Many FastNoiseLite functions are just stubs returning 0, making noise generation non-functional
 HTML entities in code: Contains &lt; and &gt; instead of < and > operators, preventing compilation
 3) Undefined constants: Uses SKEW_2D and UNSKEW_2D without proper definition scope
 4) Incomplete serialization: The from_json implementations are marked as ""omitted for brevity"" but are required for loading",5,,5,,5,,5,5
Cpp,381,Gaming,"I’m a game developer building an open-world adventure title and need a robust procedural level generator in C++. Write code to generate diverse, replayable terrain using noise functions and modular tiles, while ensuring paths between key points of interest. The solution should respect design constraints like maximum elevation, walkable zones, and player start positions. Include serialization to save/load generated levels and a minimal debug visualizer to preview the output in real time. Keep the code in a single file, follow professional C++23 standards, and make sure it’s production-ready.",4,"The implementation covers most requirements effectively, providing noise generation, tile classification, POI placement, and visualization. However, several important production-ready features are missing or incomplete. The terrain constraints validation doesn't properly ensure paths respect maximum elevation limits as specified. Error handling for SDL2 initialization failures and file I/O operations is minimal. The walkable zone validation in pickWalkable is overly simplistic and may not handle edge cases where no suitable terrain exists. These omissions require additional work before production deployment.",4,"The implementation demonstrates solid understanding of procedural generation with proper Perlin noise implementation, BFS pathfinding, and SDL2 integration. However,there are subtle technical issues that prevent a perfect score. The binary serialization approach directly writes structs without considering padding or endianness, making saved files non-portable across systems. Additionally, the pathfinding algorithm doesn't validate that complete paths exist before marking tiles, and the mutable RNG in const methods creates potential thread safety concerns. While these don't break core functionality, they represent technical debt that would need addressing in production.",5,,5,,5,,5,,5,,5,,5,5
Cpp,382,Gaming,"I am working on architecting a high-performance dedicated server infrastructure for competitive FPS tournaments. In this environment, player matchmaking must be highly accurate and completed within milliseconds to ensure smooth gameplay. Write C++23 code that builds a command-line multiplayer lobby framework using lock-free concurrent data structures. Use a custom UDP networking stack with Windows IOCP to handle thousands of simultaneous client connections efficiently. Ensure the matchmaking logic pairs players in under 10 milliseconds. Store persistent player session data using memory-mapped files to allow recovery after a crash. Implement custom memory pools to avoid dynamic allocations during runtime. Expose server health and activity metrics through built-in HTTP endpoints. Allow game modes to be dynamically loaded and unloaded using runtime plugin support. Include an administrative console interface with role-based access control. Provide the complete implementation in a single .cpp file with no external dependencies.",4,"The response explicitly acknowledges being a ""skeleton"" or ""proof-of-concept"" with minimal implementations for packet formats, security mechanisms, and logging systems that would be essential for a production tournament server. The implementation lacks detailed protocol specifications, robust security measures, and comprehensive monitoring capabilities that competitive FPS tournaments would require for handling real-world tournament operations.",4,"The response lacks comprehensive error handling and production-grade safety checks throughout the implementation, with minimal validation for file operations, socket errors, and memory allocation failures that could cause crashes in a tournament environment. The implementation uses traditional C++ patterns instead of modern C++23 features like import modules and std::expected error handling, reducing the technical correctness expected for a cutting-edge C++23 solution.",5,,3,"There is no component separation: Monolithic vs. NetworkManager, PlayerManager, etc. Also, it contains missing dependency injection: Tight coupling vs. modular design.",3,"Race condition potential: Lock-free queue implementation may suffer from ABA problem. Also, Timing guarantee failure: Uses sleep_for(10ms) which contradicts sub-10ms requirements. Thread safety gaps: Player map modifications lack proper synchronization and limited network error recovery.",3,"No modules, ranges, expected<>, using enum, Provides generic high-performance solution vs. specific compliance needs, and Uses older C++ patterns despite modern requirements established.",5,"The response covers all required components from the prompt comprehensively - includes complete implementations of networking stack, matchmaking engine, persistence layer, memory management, metrics server, plugin system, and administrative interface, all integrated into the requested single .cpp file format. No major functional requirements from the prompt are missing.",4,"The response correctly implements all major technical components requested in the prompt - IOCP networking works properly, lock-free data structures use correct atomic operations, memory pools function as designed, and the overall architecture is technically sound. Minor deductions for potential memory management edge cases in the lock-free queue implementation, but the core logic and algorithms are accurate.",3,3
Cpp,382,Gaming,"I am working on architecting a high-performance dedicated server infrastructure for competitive FPS tournaments. In this environment, player matchmaking must be highly accurate and completed within milliseconds to ensure smooth gameplay. Write C++23 code that builds a command-line multiplayer lobby framework using lock-free concurrent data structures. Use a custom UDP networking stack with Windows IOCP to handle thousands of simultaneous client connections efficiently. Ensure the matchmaking logic pairs players in under 10 milliseconds. Store persistent player session data using memory-mapped files to allow recovery after a crash. Implement custom memory pools to avoid dynamic allocations during runtime. Expose server health and activity metrics through built-in HTTP endpoints. Allow game modes to be dynamically loaded and unloaded using runtime plugin support. Include an administrative console interface with role-based access control. Provide the complete implementation in a single .cpp file with no external dependencies.",4,"The implementation covers all major requirements impressively, but a production server needs configuration flexibility. Hard-coded ports, buffer sizes, and connection limits make deployment challenging. While the skeleton is comprehensive, missing logging infrastructure would make debugging production issues nearly impossible.",4,"While the code demonstrates solid architectural understanding and uses advanced Windows APIs correctly, production code should never skip error handling. Missing checks for CreateFileW, WSASocket, and memory allocation failures could lead to crashes in real deployments. The core logic is sound, but these oversights prevent a perfect score.",5,,5,,5,,5,,5,,4,"While the code demonstrates solid understanding,there are some potential runtime issues that prevent a perfect score. The lock-free queue implementation has a subtle memory leak in the enqueue method where new T(std::move(item)) allocates memory that might not always be properly freed if the CAS operation fails. Additionally, the IOCP error handling could be more robust for production scenarios.",5,5
Cpp,382,Gaming,"I am working on architecting a high-performance dedicated server infrastructure for competitive FPS tournaments. In this environment, player matchmaking must be highly accurate and completed within milliseconds to ensure smooth gameplay. Write C++23 code that builds a command-line multiplayer lobby framework using lock-free concurrent data structures. Use a custom UDP networking stack with Windows IOCP to handle thousands of simultaneous client connections efficiently. Ensure the matchmaking logic pairs players in under 10 milliseconds. Store persistent player session data using memory-mapped files to allow recovery after a crash. Implement custom memory pools to avoid dynamic allocations during runtime. Expose server health and activity metrics through built-in HTTP endpoints. Allow game modes to be dynamically loaded and unloaded using runtime plugin support. Include an administrative console interface with role-based access control. Provide the complete implementation in a single .cpp file with no external dependencies.",4,"Some implementation details are simplified (e.g., packet parsing, comprehensive error handling).",4,"Some edge cases aren't handled (e.g., error checking for system calls), and the matchmaking logic is simplified but functional.",5,,4,"Just assumes first 8 bytes are player ID, Crash scenarios not handled comprehensively and no logging, monitoring, or graceful degradation",4,The simple atomic operations in LFQueue don't properly handle the ABA problem and Memory-mapped file cleanup in destructor is risky without proper RAII,5,,4,"No graceful shutdown ordering (IOCP threads may block indefinitely). Coverage is broad, but many systems lack end-to-end integration.",3,The ring-buffer queue uses per-slot sequence counters for fullness checks. This is conceptually sound but omits a proper ABA-free design when pointers or indices wrap—real implementations require 64-bit sequence counters or hazard pointers to avoid subtle concurrency bugs.,5,5
Cpp,383,Gaming,"I’m a technical artist prototyping our game engine’s material system, and I need a single, self-contained C++ OpenGL application that validates physically based rendering workflow. The system should load albedo, normal, metallic, and roughness textures with stb_image, initialize a GLFW window, and compile in‑code GLSL vertex and fragment shaders. The system implements the metallic‑roughness BRDF, including NDF, geometry, and Fresnel terms. It should apply tone mapping and gamma correction. The system should expose uniforms for material parameters (metallic, roughness), light direction or color, and exposure. The system is expected to log any shader‑compile or texture‑load errors to the console. Please include clear comments on cross‑platform build flags, performance trade‑offs, and integration points for embedding this demo into a real game pipeline.",3,"Normal mapping implementation is incomplete, and some advanced PBR features like IBL are mentioned but not implemented. The response is not a complete single-file solution as per the requirements.",2,"While the PBR implementation logic is mathematically sound, the missing GLM includes would prevent compilation, and the incomplete normal mapping reduces the practical value of the demo.",5,,5,,4,"The manual matrix mathematics implementation could introduce floating-point precision issues compared to using a dedicated math library like GLM, and the texture loading doesn't handle all edge cases for different formats.",5,,3,"The response has several missing elements, such as the console error logging for texture loading failures is incomplete due to the fake stb implementation, and normal mapping implementation is present but untested due to infrastructure issues.",2,"The fundamental infrastructure (OpenGL loading, texture loading) is non-functional, which would prevent the application from running correctly despite having correct PBR theory in the shaders.",3,3
Cpp,383,Gaming,"I’m a technical artist prototyping our game engine’s material system, and I need a single, self-contained C++ OpenGL application that validates physically based rendering workflow. The system should load albedo, normal, metallic, and roughness textures with stb_image, initialize a GLFW window, and compile in‑code GLSL vertex and fragment shaders. The system implements the metallic‑roughness BRDF, including NDF, geometry, and Fresnel terms. It should apply tone mapping and gamma correction. The system should expose uniforms for material parameters (metallic, roughness), light direction or color, and exposure. The system is expected to log any shader‑compile or texture‑load errors to the console. Please include clear comments on cross‑platform build flags, performance trade‑offs, and integration points for embedding this demo into a real game pipeline.",4,Tangent-space normal mapping is acknowledged but not implemented. IBL environment lighting are mentioned in comments but not included,4,"Code references glm:: functions but doesn't include GLM headers, and comments mention omitting TBN matrix calculation but this is a core PBR requirement",5,,4,Uses screen-space derivatives instead of proper TBN matrix and relies only on point lights,3,"Code includes <glad/glad.h> but this header isn't provided or generated, includes ""stb_image.h"" without providing the actual header file, the hand-written projection and view matrix calculations have potential numerical precision issues and could fail in edge cases.",5,,3,"Only creates dummy textures, Placeholder implementation won't work properly",2,"The code defines OpenGL function pointers but doesn't actually load them properly - LoadOpenGLFunctions() only assigns function pointers without proper initialization, uses a placeholder implementation that generates procedural textures instead of actually loading images, missing many required constants like GL_TEXTURE_WRAP_S, GL_TEXTURE_WRAP_T, GL_LINEAR_MIPMAP_LINEAR, etc.",4,4
Cpp,383,Gaming,"I’m a technical artist prototyping our game engine’s material system, and I need a single, self-contained C++ OpenGL application that validates physically based rendering workflow. The system should load albedo, normal, metallic, and roughness textures with stb_image, initialize a GLFW window, and compile in‑code GLSL vertex and fragment shaders. The system implements the metallic‑roughness BRDF, including NDF, geometry, and Fresnel terms. It should apply tone mapping and gamma correction. The system should expose uniforms for material parameters (metallic, roughness), light direction or color, and exposure. The system is expected to log any shader‑compile or texture‑load errors to the console. Please include clear comments on cross‑platform build flags, performance trade‑offs, and integration points for embedding this demo into a real game pipeline.",4,,4,,5,,3,,3,,5,,2,,1,,4,4
Cpp,384,IoT,"As an IoT engineer, I need a single C++23 file simulating 5 temperature sensors across industrial zones (production_floor, warehouse, cooling_system, furnace_room, quality_control). Each device should publish realistic temperature readings (20°C-80°C) every 5 seconds to MQTT broker at tcp://localhost:1883 using Eclipse Paho C++ library. Configure QoS level 1, 60-second keep-alive, clean sessions enabled. Use hierarchical topics: ""industrial/sensors/{zone_id}/{device_id}/temperature"" with JSON payloads containing device_id, zone, temperature, unit, timestamp, and status. Include automatic reconnection with exponential backoff (1-30 seconds), graceful Ctrl+C shutdown, connection logging, and command-line arguments for broker URI and device count. This lightweight tool should simulate real industrial sensor behavior for MQTT testing and development.",4,"No configuration validation (negative device counts, invalid URIs) and missing detailed usage documentation",4,Using std::gmtime() which is not thread-safe (should use gmtime_r() or gmtime_s()) and the command-line parsing logic has potential issues if arguments are malformed,5,,4,"Missing Elements like - No connection status monitoring in main loop, Limited error recovery for individual sensor failures, No validation for temperature ranges (20°C-80°C not enforced), Missing documentation for some private methods",3,The SensorDevice class implements mqtt::callback methods but doesn't explicitly inherit from it:,5,,4,"No unit tests or validation, limited documentation for complex methods, no configuration file support and missing performance considerations",3,"The MQTTClient class implements callback methods but doesn't inherit from mqtt::callback, also The code sets client_->set_callback(*this) but MQTTClient doesn't inherit from the callback interface, which cause compilation errors. Atlast, The callback is set to *this but the object lifetime isn't guaranteed to outlast the MQTT client operations.",4,4
Cpp,384,IoT,"As an IoT engineer, I need a single C++23 file simulating 5 temperature sensors across industrial zones (production_floor, warehouse, cooling_system, furnace_room, quality_control). Each device should publish realistic temperature readings (20°C-80°C) every 5 seconds to MQTT broker at tcp://localhost:1883 using Eclipse Paho C++ library. Configure QoS level 1, 60-second keep-alive, clean sessions enabled. Use hierarchical topics: ""industrial/sensors/{zone_id}/{device_id}/temperature"" with JSON payloads containing device_id, zone, temperature, unit, timestamp, and status. Include automatic reconnection with exponential backoff (1-30 seconds), graceful Ctrl+C shutdown, connection logging, and command-line arguments for broker URI and device count. This lightweight tool should simulate real industrial sensor behavior for MQTT testing and development.",4,,4,,5,,4,,2,,4,,2,,1,,4,4
Cpp,384,IoT,"As an IoT engineer, I need a single C++23 file simulating 5 temperature sensors across industrial zones (production_floor, warehouse, cooling_system, furnace_room, quality_control). Each device should publish realistic temperature readings (20°C-80°C) every 5 seconds to MQTT broker at tcp://localhost:1883 using Eclipse Paho C++ library. Configure QoS level 1, 60-second keep-alive, clean sessions enabled. Use hierarchical topics: ""industrial/sensors/{zone_id}/{device_id}/temperature"" with JSON payloads containing device_id, zone, temperature, unit, timestamp, and status. Include automatic reconnection with exponential backoff (1-30 seconds), graceful Ctrl+C shutdown, connection logging, and command-line arguments for broker URI and device count. This lightweight tool should simulate real industrial sensor behavior for MQTT testing and development.",3,"The response covers core elements but misses minor details. It lacks input validation for command-line arguments, has minimal error recovery mechanisms, provides basic logging without timestamps or levels, and offers no dependency installation guidance or comprehensive usage examples.",3,"The response contains minor errors that mostly work but need fixes. The exponential backoff implementation uses 1 << nretry_ which can cause integer overflow for large retry counts, potentially leading to undefined behavior. Missing override keywords in callback methods create potential polymorphism issues, and thread safety concerns exist in the callback handling without proper synchronization.",5,,5,,4,"The response has correct information with small gaps. While it excellently uses modern C++23 features and implements robust error handling, it's missing a virtual destructor in the SensorDevice class that inherits from mqtt::callback, creating potential undefined behavior during polymorphic destruction. The detached thread pattern in try_connect() could also create race conditions.",5,,5,,3,"The response contains minor errors that mostly work but need fixes. The MQTTClient class improperly inherits from mqtt::callback without correctly implementing the interface, missing override keywords could cause runtime polymorphism issues, and the callback pattern may fail compilation with strict compilers due to incorrect inheritance implementation.",5,5
Cpp,385,IoT,"I'm a security systems architect building a real-time home alarm system for smart homes. I need a single C++23 file that implements a command-line alarm controller using GPIO interfaces. Support concurrent sensor input (motion, door, smoke) using lock-free handling. Poll and debounce GPIOs with a responsive event loop. Use memory-mapped files to persist system state and alarm logs for recovery after restarts. Expose real-time sensor status and system metrics via a minimal embedded HTTP server. Enable modular alert mechanisms (e.g., sirens, push notifications) using dynamically loaded plugins. Use custom memory pools to eliminate runtime heap allocation. Include a role-based admin console with timestamped, multi-level logs. Under high load, skip non-critical logs and disable optional plugins to maintain sensor responsiveness. Use only standard or system libraries and no external dependencies. The target platform is a UNIX-like system.",4,,4,,5,,3,,3,,4,,5,,4,,5,5
Cpp,385,IoT,"I'm a security systems architect building a real-time home alarm system for smart homes. I need a single C++23 file that implements a command-line alarm controller using GPIO interfaces. Support concurrent sensor input (motion, door, smoke) using lock-free handling. Poll and debounce GPIOs with a responsive event loop. Use memory-mapped files to persist system state and alarm logs for recovery after restarts. Expose real-time sensor status and system metrics via a minimal embedded HTTP server. Enable modular alert mechanisms (e.g., sirens, push notifications) using dynamically loaded plugins. Use custom memory pools to eliminate runtime heap allocation. Include a role-based admin console with timestamped, multi-level logs. Under high load, skip non-critical logs and disable optional plugins to maintain sensor responsiveness. Use only standard or system libraries and no external dependencies. The target platform is a UNIX-like system.",5,,4,"The response is missing #include <cstdarg> header for va_list usage in log_msg() function; GPIO export logic doesn't check if the pin is already exported, potentially causing errors on restart; and hardcoded plugin names instead of directory scanning reduce flexibility.",5,,5,,3,"The response has compilation errors from missing headers; memory pool alignment issues causing potential undefined behavior; inconsistent atomic memory ordering usage; incomplete plugin directory scanning logic; and HTTP parsing lacks input validation, creating buffer overflow risks.",5,,5,,3,The response has missing virtual destructor in AlertPlugin base class causing undefined behavior; improper std::format usage without header inclusion; race conditions in memory pool coalescing logic; thread-per-request HTTP model creates resource exhaustion risks.,5,5
Cpp,385,IoT,"I'm a security systems architect building a real-time home alarm system for smart homes. I need a single C++23 file that implements a command-line alarm controller using GPIO interfaces. Support concurrent sensor input (motion, door, smoke) using lock-free handling. Poll and debounce GPIOs with a responsive event loop. Use memory-mapped files to persist system state and alarm logs for recovery after restarts. Expose real-time sensor status and system metrics via a minimal embedded HTTP server. Enable modular alert mechanisms (e.g., sirens, push notifications) using dynamically loaded plugins. Use custom memory pools to eliminate runtime heap allocation. Include a role-based admin console with timestamped, multi-level logs. Under high load, skip non-critical logs and disable optional plugins to maintain sensor responsiveness. Use only standard or system libraries and no external dependencies. The target platform is a UNIX-like system.",4,Covers all major requirements comprehensively but lacks robust error handling for GPIO operations and file operations that would be expected in a real-world implementation.,4,"The code is technically sound with proper lock-free queue implementation, correct epoll usage, and valid memory-mapped file handling, but the missing header makes it non-compilable as-is.",5,,4,"Covers all major requirements comprehensively with detailed setup instructions and example plugin code, but has simplified implementations in some areas that would need enhancement for production use.",4,"Code is technically sound with proper C++23 usage, correct POSIX calls, and valid atomic operations, but has minor architectural concerns with atomic initialization in mmap context.",5,,4,"Covers all major requirements extensively with detailed implementation, setup instructions, and example code, but the plugin system incompatibility is a significant functional gap.",3,"While most of the code is technically sound with proper lock-free programming, memory management, and system calls, the plugin system has a fundamental design flaw that would prevent it from working as intended.",5,5
Cpp,386,IoT,"I work as a firmware engineer in an IoT company. Managing OTA updates for thousands of deployed sensors is a challenge. I want a robust C++ OTA update simulator that demonstrates the complete workflow. The solution should handle firmware version management, support rollback mechanisms, and be capable of recovering from network interruptions. It should support multiple device types with varying update speeds. Optimize bandwidth by simulating chunked downloads. The system should simulate real-world challenges. These include network timeouts and simulated power failures during updates. Include update queue management. Add failure recovery. Provide logging for debugging update failures. Provide a CLI interface to monitor device status. Implement the entire solution in a single C++ file.",5,,5,,5,,5,0,3,"The response us logical but has syntactic issues (e.g., setState not declared in Device class, causing compile errors); power failure recovery logic is incomplete as the flag check only runs at startup, not dynamically.",5,,5,"The response code compiles cleanly, but logical errors persist (e.g., chunkTime = (package.chunkSize * 1000) / device->getDownloadProgress() risks divide-by-zero on first chunk since progress starts at 0; resume logic after power failure sets i incorrectly, potentially skipping chunks). Download speed influences timing inconsistently.",4,"The response code compiles cleanly, but logical errors persist (e.g., chunkTime = (package.chunkSize * 1000) / device->getDownloadProgress() risks divide-by-zero on first chunk since progress starts at 0; resume logic after power failure sets i incorrectly, potentially skipping chunks). Download speed influences timing inconsistently.",5,5
